,jordkvalitet,kartleggingsmetode,verifiseringsdato,målemetode,nøyaktighet,fylkeid,komid
5040,1,F,20170421000000,45,200,42,4206
5041,2,F,20170424000000,45,200,42,4206
5042,2,F,20170421000000,45,200,42,4206
5043,2,F,20170421000000,45,200,42,4206
5044,2,F,20170421000000,45,200,42,4206
5045,1,F,20170421000000,45,200,42,4206
5046,1,F,20170424000000,45,200,42,4206
5047,1,F,20170424000000,45,200,42,4206
5048,2,F,20170424000000,45,200,42,4206
5049,1,F,20170424000000,45,200,42,4206
5050,2,F,20170424000000,45,200,42,4206
5051,2,F,20170424000000,45,200,42,4206
5052,1,F,20170424000000,45,200,42,4206
5053,1,F,20170424000000,45,200,42,4206
5054,2,F,20170424000000,45,200,42,4206
5055,1,F,20170424000000,45,200,42,4206
5056,1,F,20170425000000,45,200,42,4206
5057,1,F,20170426000000,45,200,42,4206
5058,1,F,20170426000000,45,200,42,4206
5059,1,F,20170426000000,45,200,42,4206
5060,2,F,20170426000000,45,200,42,4206
5061,1,F,20170426000000,45,200,42,4206
5062,1,F,20170426000000,45,200,42,4206
5063,1,F,20170419000000,45,200,42,4206
5064,1,F,20170426000000,45,200,42,4206
5065,1,F,20170419000000,82,200,42,4206
5066,1,F,20170426000000,82,200,42,4206
5067,1,F,20170419000000,82,200,42,4206
5068,1,F,20170427000000,45,200,42,4206
5069,1,F,20170427000000,45,200,42,4206
5070,1,F,20170426000000,45,200,42,4206
5071,1,F,20170427000000,45,200,42,4206
5072,1,F,20170427000000,45,200,42,4206
5073,1,F,20170427000000,45,200,42,4206
5074,1,F,20170427000000,45,200,42,4206
5075,1,F,20170427000000,45,200,42,4206
5076,1,F,20170427000000,45,200,42,4206
5077,1,F,20170426000000,45,200,42,4206
5078,1,F,20170426000000,45,200,42,4206
5079,1,F,20170427000000,45,200,42,4206
5080,1,F,20170427000000,45,200,42,4206
5081,2,F,20170427000000,45,200,42,4206
5082,2,F,20170509000000,45,200,42,4206
5083,1,F,20170421000000,45,200,42,4206
5084,1,F,20170419000000,45,200,42,4206
5085,1,F,20170504000000,45,200,42,4206
5086,1,F,20170419000000,45,200,42,4206
5087,2,F,20170420000000,45,200,42,4206
5088,2,F,20170420000000,45,200,42,4206
5089,1,F,20170421000000,45,200,42,4206
5090,1,F,20170420000000,45,200,42,4206
5091,1,F,20170421000000,45,200,42,4206
5092,1,F,20170421000000,45,200,42,4206
5093,1,F,20170420000000,82,200,42,4206
5094,1,F,20170504000000,82,200,42,4206
5095,2,F,20170504000000,45,200,42,4206
5096,3,F,20170505000000,45,200,42,4206
5097,2,F,20170504000000,82,200,42,4206
5098,2,F,20170504000000,45,200,42,4206
5099,2,F,20170508000000,82,200,42,4206
5100,1,F,20170508000000,45,200,42,4206
5101,1,F,20170508000000,45,200,42,4206
5102,2,F,20170504000000,82,200,42,4206
5103,1,F,20170509000000,45,200,42,4206
5104,1,F,20170509000000,45,200,42,4206
5105,1,F,20170420000000,82,200,42,4206
5106,1,F,20170427000000,45,200,42,4206
5107,1,F,20170427000000,45,200,42,4206
5108,2,F,20170427000000,45,200,42,4206
5109,2,F,20170420000000,45,200,42,4206
5110,2,F,20170420000000,45,200,42,4206
5111,1,F,20170427000000,45,200,42,4206
5112,2,F,20170505000000,45,200,42,4206
5113,2,F,20170507000000,45,200,42,4206
5114,1,F,20170505000000,45,200,42,4206
5115,2,F,20170505000000,45,200,42,4206
5116,2,F,20170427000000,82,200,42,4206
5117,1,F,20170419000000,45,200,42,4206
5118,2,F,20170505000000,45,200,42,4206
5119,2,F,20170505000000,45,200,42,4206
5120,1,F,20170505000000,45,200,42,4206
5121,1,F,20170505000000,45,200,42,4206
5122,2,F,20170505000000,45,200,42,4206
5123,2,F,20170505000000,82,200,42,4206
5124,2,F,20170505000000,45,200,42,4206
5125,1,F,20170419000000,45,200,42,4206
5126,1,F,20170419000000,45,200,42,4206
5127,1,F,20170419000000,45,200,42,4206
5128,1,F,20170419000000,45,200,42,4206
5129,1,F,20170420000000,45,200,42,4206
5130,2,F,20170420000000,45,200,42,4206
5131,2,F,20170419000000,45,200,42,4206
5132,1,F,20170505000000,82,200,42,4206
5133,2,F,20170505000000,45,200,42,4206
5134,1,F,20170505000000,45,200,42,4206
5135,1,F,20170505000000,45,200,42,4206
5136,1,F,20170505000000,45,200,42,4206
5137,1,F,20170505000000,45,200,42,4206
5138,1,F,20170505000000,45,200,42,4206
5139,1,F,20170505000000,45,200,42,4206
5140,1,F,20170505000000,45,200,42,4206
5141,1,F,20170420000000,82,200,42,4206
5142,2,F,20170420000000,45,200,42,4206
5143,1,F,20170504000000,45,200,42,4206
5144,2,F,20170504000000,82,200,42,4206
5145,1,F,20170508000000,45,200,42,4206
5146,1,F,20170508000000,45,200,42,4206
5147,2,F,20170508000000,45,200,42,4206
5148,2,F,20170508000000,45,200,42,4206
5149,1,F,20170421000000,45,200,42,4206
5150,1,F,20170421000000,45,200,42,4206
5151,2,F,20170422000000,45,200,42,4206
5152,3,F,20170427000000,45,200,42,4206
5153,1,F,20170503000000,45,200,42,4206
5154,1,F,20170503000000,45,200,42,4206
5155,2,F,20170503000000,45,200,42,4206
5156,2,F,20170503000000,45,200,42,4206
5157,1,F,20170504000000,45,200,42,4206
5158,1,F,20170504000000,45,200,42,4206
5159,2,F,20170504000000,45,200,42,4206
5160,1,F,20170504000000,45,200,42,4206
5161,2,F,20170504000000,45,200,42,4206
5162,3,F,20170505000000,45,200,42,4206
5163,2,F,20170505000000,45,200,42,4206
5164,2,F,20170505000000,45,200,42,4206
5165,1,F,20170507000000,45,200,42,4206
5166,1,F,20170507000000,45,200,42,4206
5167,1,F,20170503000000,45,200,42,4206
5168,1,F,20170421000000,45,200,42,4206
5169,2,F,20170504000000,45,200,42,4206
5170,2,F,20170504000000,82,200,42,4206
5171,1,F,20170421000000,45,200,42,4206
5172,2,D,99990101,45,0,42,4227
5173,1,D,99990101,45,0,42,4227
5174,3,D,99990101,45,0,42,4227
5175,1,D,99990101,45,0,42,4227
5176,1,D,99990101,45,0,42,4227
5177,1,D,99990101,45,0,42,4227
5178,2,D,99990101,45,0,42,4227
5179,2,D,99990101,45,0,42,4227
5180,2,D,99990101,45,0,42,4227
5181,3,D,99990101,45,0,42,4227
5182,3,D,99990101,45,0,42,4227
5183,2,D,99990101,45,0,42,4227
5184,3,D,99990101,45,0,42,4227
5185,3,D,99990101,45,0,42,4227
5186,2,D,99990101,45,0,42,4227
5187,3,D,99990101,45,0,42,4227
5188,2,D,99990101,45,0,42,4227
5189,2,D,99990101,45,0,42,4227
5190,3,D,99990101,45,0,42,4227
5191,3,D,99990101,45,0,42,4227
5192,2,D,99990101,45,0,42,4227
5193,2,D,99990101,45,0,42,4227
5194,1,D,99990101,45,0,42,4227
5195,2,D,99990101,45,0,42,4227
5196,2,D,99990101,45,0,42,4227
5197,2,D,99990101,45,0,42,4227
5198,2,D,99990101,45,0,42,4227
5199,1,D,99990101,45,0,42,4227
5200,1,D,99990101,45,0,42,4227
5201,1,D,99990101,45,0,42,4227
5202,1,D,99990101,45,0,42,4227
5203,2,D,99990101,45,0,42,4227
5204,1,D,99990101,45,0,42,4227
5205,1,D,99990101,45,0,42,4227
5206,1,D,99990101,45,0,42,4227
5207,1,D,99990101,45,0,42,4227
5208,3,D,99990101,45,0,42,4227
5209,1,D,99990101,45,0,42,4227
5210,1,D,99990101,45,0,42,4227
5211,1,D,99990101,45,0,42,4227
5212,2,D,99990101,45,0,42,4227
5213,1,D,99990101,45,0,42,4227
5214,1,D,99990101,45,0,42,4227
5215,2,D,99990101,45,0,42,4227
5216,1,D,99990101,45,0,42,4227
5217,1,D,99990101,45,0,42,4227
5218,1,D,99990101,45,0,42,4227
5219,2,D,99990101,45,0,42,4227
5220,2,D,99990101,45,0,42,4227
5221,1,D,99990101,45,0,42,4227
5222,2,D,99990101,45,0,42,4227
5223,2,D,99990101,45,0,42,4227
5224,2,D,99990101,45,0,42,4227
5225,1,D,99990101,45,0,42,4227
5226,2,D,99990101,45,0,42,4227
5227,2,D,99990101,45,0,42,4227
5228,1,D,99990101,45,0,42,4227
5229,2,D,99990101,45,0,42,4227
5230,1,D,99990101,45,0,42,4227
5231,1,D,99990101,45,0,42,4227
5232,3,D,99990101,45,0,42,4227
5233,1,D,99990101,45,0,42,4227
5234,2,D,99990101,45,0,42,4227
5235,1,D,99990101,45,0,42,4220
5236,3,D,99990101,45,0,42,4220
5237,1,D,99990101,45,0,42,4220
5238,1,D,99990101,45,0,42,4220
5239,1,D,99990101,45,0,42,4220
5240,2,D,99990101,45,0,42,4219
5241,3,D,99990101,45,0,42,4219
5242,2,D,99990101,45,0,42,4219
5243,2,D,99990101,45,0,42,4219
5244,2,D,99990101,45,0,42,4219
5245,3,D,99990101,45,0,42,4219
5246,3,D,99990101,45,0,42,4219
5247,1,D,99990101,45,0,42,4219
5248,2,D,99990101,45,0,42,4219
5249,3,D,99990101,45,0,42,4219
5250,2,D,99990101,45,0,42,4219
5251,2,D,99990101,45,0,42,4219
5252,2,D,99990101,45,0,42,4219
5253,2,D,99990101,45,0,42,4219
5254,2,D,99990101,45,0,42,4219
5255,2,D,99990101,45,0,42,4219
5256,2,D,99990101,45,0,42,4219
5257,3,D,99990101,45,0,42,4219
5258,1,D,99990101,45,0,42,4219
5259,2,D,99990101,45,0,42,4219
5260,2,D,99990101,45,0,42,4219
5261,3,D,99990101,45,0,42,4219
5262,3,D,99990101,45,0,42,4219
5263,3,D,99990101,45,0,42,4219
5264,1,D,99990101,45,0,42,4219
5265,2,D,99990101,45,0,42,4219
5266,2,D,99990101,45,0,42,4219
5267,1,D,99990101,45,0,42,4219
5268,1,D,99990101,45,0,42,4219
5269,2,D,99990101,45,0,42,4219
5270,2,D,99990101,45,0,42,4219
5271,3,D,99990101,45,0,42,4219
5272,3,J,20191030000000,45,200,42,4216
5273,3,J,20191030000000,45,200,42,4216
5274,2,J,20191030000000,45,200,42,4216
5275,2,J,20191030000000,45,200,42,4216
5276,2,J,20190211000000,0,0,42,4216
5277,2,J,20190211000000,0,0,42,4216
5278,2,J,20190211000000,0,0,42,4216
5279,2,J,20190211000000,0,0,42,4216
5280,2,J,20190211000000,0,0,42,4216
5281,2,J,20190211000000,0,0,42,4216
5282,2,J,20190211000000,0,0,42,4216
5283,1,J,20190211000000,0,0,42,4216
5284,1,J,20190211000000,0,0,42,4216
5285,2,J,20190211000000,0,0,42,4216
5286,2,J,20190211000000,0,0,42,4216
5287,1,D,99990101,45,0,42,4216
5288,1,D,99990101,45,0,42,4216
5289,2,D,99990101,45,0,42,4216
5290,2,D,99990101,45,0,42,4216
5291,2,D,99990101,45,0,42,4216
5292,3,D,99990101,45,0,42,4216
5293,1,D,99990101,45,0,42,4216
5294,3,D,99990101,45,0,42,4216
5295,2,D,99990101,45,0,42,4216
5296,2,D,99990101,45,0,42,4216
5297,2,D,99990101,45,0,42,4216
5298,2,J,20191030000000,45,200,42,4215
5299,2,J,20191030000000,45,200,42,4215
5300,1,J,20191030000000,45,200,42,4215
5301,1,J,20191030000000,45,200,42,4215
5302,2,J,20191030000000,45,200,42,4215
5303,1,J,20191030000000,45,200,42,4215
5304,2,J,20191030000000,45,200,42,4215
5305,1,J,20191030000000,45,200,42,4215
5306,2,J,20191030000000,45,200,42,4215
5307,1,J,20191030000000,45,200,42,4215
5308,2,J,20191030000000,45,200,42,4215
5309,1,J,20191030000000,45,200,42,4215
5310,1,J,20191030000000,45,200,42,4215
5311,2,J,20191030000000,45,200,42,4215
5312,1,J,20191030000000,45,200,42,4215
5313,1,J,20191030000000,45,200,42,4215
5314,2,J,20191030000000,45,200,42,4215
5315,2,J,20191030000000,45,200,42,4215
5316,1,J,20191030000000,45,200,42,4215
5317,1,J,20191030000000,45,200,42,4215
5318,2,J,20191030000000,45,200,42,4215
5319,1,J,20191030000000,45,200,42,4215
5320,1,J,20191030000000,45,200,42,4215
5321,1,J,20191030000000,82,0,42,4215
5322,1,J,20191030000000,45,200,42,4215
5323,1,J,20191030000000,45,200,42,4215
5324,2,J,20191030000000,45,200,42,4215
5325,1,J,20191030000000,45,200,42,4215
5326,1,J,20191030000000,45,200,42,4215
5327,1,J,20191030000000,45,200,42,4215
5328,1,J,20191030000000,45,200,42,4215
5329,3,J,20191030000000,45,200,42,4215
5330,2,J,20191030000000,45,200,42,4215
5331,1,J,20191030000000,45,200,42,4215
5332,1,J,20191030000000,45,200,42,4215
5333,1,J,20191030000000,45,200,42,4215
5334,1,J,20191030000000,45,200,42,4215
5335,2,J,20191030000000,45,200,42,4215
5336,2,J,20191030000000,45,200,42,4215
5337,2,J,20191030000000,45,200,42,4215
5338,1,J,20191030000000,45,200,42,4215
5339,1,J,20191030000000,45,200,42,4215
5340,1,J,20191030000000,45,200,42,4215
5341,1,J,20191030000000,45,200,42,4215
5342,1,J,20191030000000,45,200,42,4215
5343,3,J,20191030000000,45,200,42,4215
5344,2,J,20191030000000,45,200,42,4215
5345,1,J,20191030000000,45,200,42,4215
5346,2,J,20191030000000,45,200,42,4215
5347,1,J,20191030000000,45,200,42,4215
5348,1,J,20191030000000,45,200,42,4215
5349,1,J,20191030000000,45,200,42,4215
5350,2,J,20191030000000,45,200,42,4215
5351,2,J,20191030000000,45,200,42,4215
5352,1,J,20191030000000,45,200,42,4215
5353,2,J,20191030000000,45,200,42,4215
5354,1,J,20191030000000,45,200,42,4215
5355,1,J,20191030000000,45,200,42,4215
5356,2,J,20191030000000,45,200,42,4215
5357,3,J,20191030000000,45,200,42,4215
5358,1,J,20191030000000,45,200,42,4215
5359,1,J,20191030000000,45,200,42,4215
5360,1,J,20191030000000,45,200,42,4215
5361,1,J,20191030000000,45,200,42,4215
5362,3,J,20191030000000,45,200,42,4215
5363,2,J,20191030000000,45,200,42,4215
5364,2,J,20191030000000,45,200,42,4215
5365,2,J,20191030000000,45,200,42,4215
5366,2,J,20191030000000,45,200,42,4215
5367,1,J,20191030000000,45,200,42,4215
5368,2,J,20191030000000,45,200,42,4215
5369,2,J,20191030000000,45,200,42,4215
5370,1,J,20191030000000,45,200,42,4215
5371,1,J,20191030000000,45,200,42,4215
5372,1,J,20191030000000,45,200,42,4215
5373,1,J,20191030000000,45,200,42,4215
5374,1,J,20191030000000,45,200,42,4215
5375,1,J,20191030000000,45,200,42,4215
5376,3,J,20191030000000,45,200,42,4215
5377,1,J,20191030000000,45,200,42,4215
5378,2,J,20191030000000,45,200,42,4215
5379,1,J,20191030000000,45,200,42,4215
5380,1,J,20191030000000,45,200,42,4215
5381,1,J,20191030000000,45,200,42,4215
5382,2,J,20191030000000,45,200,42,4215
5383,2,J,20191030000000,45,200,42,4215
5384,1,J,20191030000000,45,200,42,4215
5385,2,J,20191030000000,45,200,42,4215
5386,1,J,20191030000000,45,200,42,4215
5387,2,J,20191030000000,45,200,42,4215
5388,1,J,20191030000000,45,200,42,4215
5389,1,J,20191030000000,45,200,42,4215
5390,1,J,20191030000000,45,200,42,4215
5391,1,J,20191030000000,45,200,42,4215
5392,1,J,20191030000000,45,200,42,4215
5393,1,J,20191030000000,45,200,42,4215
5394,1,J,20191030000000,45,200,42,4215
5395,1,J,20191030000000,45,200,42,4215
5396,1,J,20191030000000,45,200,42,4215
5397,2,J,20191030000000,45,200,42,4215
5398,1,J,20191030000000,45,200,42,4215
5399,1,J,20191030000000,45,200,42,4215
5400,1,J,20191030000000,45,200,42,4215
5401,1,J,20191030000000,45,200,42,4215
5402,1,J,20191030000000,45,200,42,4215
5403,1,J,20191030000000,45,200,42,4215
5404,1,J,20191030000000,45,200,42,4215
5405,1,J,20191030000000,45,200,42,4215
5406,1,J,20191030000000,45,200,42,4215
5407,1,J,20191030000000,45,200,42,4215
5408,1,J,20191030000000,45,200,42,4215
5409,2,J,20191030000000,45,200,42,4215
5410,1,J,20191030000000,45,200,42,4215
5411,2,J,20191030000000,45,200,42,4215
5412,2,J,20191030000000,45,200,42,4215
5413,2,J,20191030000000,45,200,42,4215
5414,2,J,20191030000000,45,200,42,4215
5415,1,J,20191030000000,45,200,42,4215
5416,1,J,20191030000000,45,200,42,4215
5417,1,J,20191030000000,45,200,42,4215
5418,1,J,20191030000000,45,200,42,4215
5419,1,J,20191030000000,45,200,42,4215
5420,2,J,20191030000000,45,200,42,4215
5421,1,J,20191030000000,45,200,42,4215
5422,2,J,20191030000000,45,200,42,4215
5423,1,J,20191030000000,45,200,42,4215
5424,2,J,20190211000000,0,0,42,4215
5425,2,J,20190211000000,0,0,42,4215
5426,1,J,20191030000000,45,200,42,4215
5427,2,J,20191030000000,45,200,42,4215
5428,1,J,20191030000000,45,200,42,4215
5429,1,J,20191030000000,45,200,42,4215
5430,2,J,20191030000000,45,200,42,4215
5431,1,J,20191030000000,45,200,42,4215
5432,2,J,20191030000000,45,200,42,4215
5433,1,J,20191030000000,45,200,42,4215
5434,2,J,20191030000000,45,200,42,4215
5435,2,J,20191030000000,45,200,42,4215
5436,2,J,20191030000000,45,200,42,4215
5437,2,J,20191030000000,45,200,42,4215
5438,1,J,20191030000000,45,200,42,4215
5439,1,J,20191030000000,45,200,42,4215
5440,2,J,20191030000000,45,200,42,4215
5441,2,J,20191030000000,45,200,42,4215
5442,2,J,20191030000000,45,200,42,4215
5443,2,J,20191030000000,45,200,42,4215
5444,1,J,20191030000000,45,200,42,4215
5445,1,J,20191030000000,45,200,42,4215
5446,1,J,20191030000000,45,200,42,4215
5447,1,J,20191030000000,45,200,42,4215
5448,2,J,20191030000000,45,200,42,4215
5449,2,J,20191030000000,45,200,42,4215
5450,2,J,20191030000000,45,200,42,4215
5451,1,J,20191030000000,45,200,42,4215
5452,2,J,20191030000000,45,200,42,4215
5453,1,J,20191030000000,45,200,42,4215
5454,2,J,20191030000000,45,200,42,4215
5455,2,J,20191030000000,45,200,42,4215
5456,2,J,20191030000000,45,200,42,4215
5457,1,J,20191030000000,45,200,42,4215
5458,2,J,20191030000000,45,200,42,4215
5459,1,J,20191030000000,45,200,42,4215
5460,2,J,20191030000000,45,200,42,4215
5461,1,J,20191030000000,45,200,42,4215
5462,1,J,20191030000000,45,200,42,4215
5463,1,J,20191030000000,45,200,42,4215
5464,1,J,20191030000000,45,200,42,4215
5465,1,J,20191030000000,45,200,42,4215
5466,1,J,20191030000000,45,200,42,4215
5467,1,J,20191030000000,45,200,42,4215
5468,2,J,20191030000000,45,200,42,4215
5469,1,J,20191030000000,45,200,42,4215
5470,1,J,20191030000000,45,200,42,4215
5471,2,J,20191030000000,45,200,42,4215
5472,1,J,20191030000000,45,200,42,4215
5473,2,J,20191030000000,45,200,42,4215
5474,2,J,20191030000000,45,200,42,4215
5475,1,J,20191030000000,45,200,42,4215
5476,2,J,20191030000000,45,200,42,4215
5477,1,J,20191030000000,45,200,42,4215
5478,2,J,20191030000000,45,200,42,4215
5479,2,J,20191030000000,45,200,42,4215
5480,1,J,20191030000000,45,200,42,4215
5481,1,J,20191030000000,45,200,42,4215
5482,1,J,20191030000000,45,200,42,4215
5483,1,J,20191030000000,45,200,42,4215
5484,2,J,20191030000000,45,200,42,4215
5485,1,J,20191030000000,45,200,42,4215
5486,1,J,20191030000000,45,200,42,4215
5487,2,J,20191030000000,45,200,42,4215
5488,1,J,20191030000000,45,200,42,4215
5489,1,J,20191030000000,45,200,42,4215
5490,2,J,20191030000000,45,200,42,4215
5491,1,J,20191030000000,45,200,42,4215
5492,1,J,20191030000000,45,200,42,4215
5493,1,J,20191030000000,45,200,42,4215
5494,2,J,20191030000000,45,200,42,4215
5495,1,J,20191030000000,45,200,42,4215
5496,1,J,20191030000000,45,200,42,4215
5497,1,J,20191030000000,45,200,42,4215
5498,2,J,20191030000000,45,200,42,4215
5499,1,J,20191030000000,45,200,42,4215
5500,2,J,20191030000000,45,200,42,4215
5501,2,J,20191030000000,45,200,42,4215
5502,1,J,20191030000000,45,200,42,4215
5503,2,J,20191030000000,45,200,42,4215
5504,1,J,20191030000000,45,200,42,4215
5505,1,J,20191030000000,45,200,42,4215
5506,1,J,20191030000000,45,200,42,4215
5507,2,J,20191030000000,45,200,42,4215
5508,1,J,20191030000000,45,200,42,4215
5509,1,J,20191030000000,45,200,42,4215
5510,1,J,20191030000000,45,200,42,4215
5511,1,J,20191030000000,45,200,42,4215
5512,1,J,20191030000000,45,200,42,4215
5513,2,J,20191030000000,45,200,42,4215
5514,1,J,20191030000000,45,200,42,4215
5515,1,J,20191030000000,45,200,42,4215
5516,2,J,20191030000000,45,200,42,4215
5517,1,J,20191030000000,45,200,42,4215
5518,1,J,20191030000000,82,0,42,4215
5519,1,J,20191030000000,82,0,42,4215
5520,1,J,20191030000000,45,200,42,4215
5521,1,J,20191030000000,45,200,42,4215
5522,2,J,20191030000000,45,200,42,4215
5523,2,J,20191030000000,45,200,42,4215
5524,1,J,20191030000000,45,200,42,4215
5525,1,J,20191030000000,45,200,42,4215
5526,1,J,20191030000000,45,200,42,4215
5527,2,J,20191030000000,45,200,42,4215
5528,2,J,20191030000000,45,200,42,4215
5529,1,J,20191030000000,45,200,42,4215
5530,1,J,20191030000000,45,200,42,4215
5531,1,J,20191030000000,45,200,42,4215
5532,1,J,20191030000000,45,200,42,4215
5533,1,J,20191030000000,45,200,42,4215
5534,2,J,20191030000000,45,200,42,4215
5535,1,J,20191030000000,45,200,42,4215
5536,1,J,20191030000000,45,200,42,4215
5537,1,J,20191030000000,45,200,42,4215
5538,2,J,20191030000000,45,200,42,4215
5539,2,J,20191030000000,45,200,42,4215
5540,1,J,20191030000000,45,200,42,4215
5541,2,J,20191030000000,45,200,42,4215
5542,1,J,20191030000000,45,200,42,4215
5543,1,J,20191030000000,45,200,42,4215
5544,2,J,20191030000000,45,200,42,4215
5545,2,J,20191030000000,45,200,42,4215
5546,1,J,20191030000000,45,200,42,4215
5547,1,J,20191030000000,45,200,42,4215
5548,1,J,20191030000000,45,200,42,4215
5549,1,J,20191030000000,45,200,42,4215
5550,1,J,20191030000000,45,200,42,4215
5551,1,J,20191030000000,45,200,42,4215
5552,1,J,20191030000000,45,200,42,4215
5553,2,J,20191030000000,45,200,42,4215
5554,2,J,20191030000000,45,200,42,4215
5555,1,J,20191030000000,45,200,42,4215
5556,2,J,20191030000000,45,200,42,4215
5557,2,J,20191030000000,45,200,42,4215
5558,1,J,20191030000000,45,200,42,4215
5559,1,J,20191030000000,45,200,42,4215
5560,2,J,20191030000000,45,200,42,4215
5561,1,J,20191030000000,45,200,42,4215
5562,1,J,20191030000000,45,200,42,4215
5563,1,J,20191030000000,45,200,42,4215
5564,1,J,20191030000000,45,200,42,4215
5565,1,J,20191030000000,45,200,42,4215
5566,2,J,20191030000000,45,200,42,4215
5567,1,J,20191030000000,45,200,42,4215
5568,2,J,20191030000000,45,200,42,4215
5569,2,J,20191030000000,45,200,42,4215
5570,2,J,20191030000000,45,200,42,4215
5571,1,J,20191030000000,45,200,42,4215
5572,1,J,20191030000000,45,200,42,4215
5573,2,J,20191030000000,45,200,42,4215
5574,1,J,20191030000000,45,200,42,4215
5575,2,J,20191030000000,45,200,42,4215
5576,1,J,20191030000000,45,200,42,4215
5577,1,J,20191030000000,45,200,42,4215
5578,1,J,20191030000000,45,200,42,4215
5579,2,J,20191030000000,45,200,42,4215
5580,1,J,20191030000000,45,200,42,4215
5581,2,J,20191030000000,45,200,42,4215
5582,1,J,20191030000000,45,200,42,4215
5583,2,J,20191030000000,45,200,42,4215
5584,2,J,20191030000000,45,200,42,4215
5585,1,J,20191030000000,45,200,42,4215
5586,2,J,20191030000000,45,200,42,4215
5587,2,J,20191030000000,45,200,42,4215
5588,1,J,20191030000000,45,200,42,4215
5589,2,J,20191030000000,45,200,42,4215
5590,1,J,20191030000000,45,200,42,4215
5591,1,J,20191030000000,45,200,42,4215
5592,2,J,20191030000000,45,200,42,4215
5593,2,J,20191030000000,45,200,42,4215
5594,2,J,20191030000000,45,200,42,4215
5595,2,J,20191030000000,45,200,42,4215
5596,2,J,20191030000000,45,200,42,4215
5597,2,J,20191030000000,45,200,42,4215
5598,2,J,20191030000000,45,200,42,4215
5599,2,J,20191030000000,45,200,42,4215
5600,1,J,20191030000000,45,200,42,4215
5601,1,J,20191030000000,45,200,42,4215
5602,2,J,20191030000000,45,200,42,4215
5603,1,J,20191030000000,45,200,42,4215
5604,1,J,20191030000000,45,200,42,4215
5605,1,J,20191030000000,45,200,42,4215
5606,1,J,20191030000000,45,200,42,4215
5607,2,J,20191030000000,45,200,42,4215
5608,3,J,20191030000000,45,200,42,4215
5609,2,J,20191030000000,45,200,42,4215
5610,1,J,20191030000000,45,200,42,4215
5611,1,J,20191030000000,45,200,42,4215
5612,2,J,20191030000000,45,200,42,4215
5613,2,J,20191030000000,45,200,42,4215
5614,1,J,20191030000000,45,200,42,4215
5615,1,J,20191030000000,45,200,42,4215
5616,1,J,20191030000000,45,200,42,4215
5617,1,J,20191030000000,45,200,42,4215
5618,1,J,20191030000000,45,200,42,4215
5619,1,J,20191030000000,45,200,42,4215
5620,1,J,20191030000000,45,200,42,4215
5621,2,J,20191030000000,45,200,42,4215
5622,1,J,20191030000000,45,200,42,4215
5623,1,J,20191030000000,45,200,42,4215
5624,1,J,20191030000000,45,200,42,4215
5625,1,J,20191030000000,45,200,42,4215
5626,2,J,20191030000000,45,200,42,4215
5627,1,J,20191030000000,45,200,42,4215
5628,1,J,20191030000000,45,200,42,4215
5629,1,J,20191030000000,45,200,42,4215
5630,1,J,20191030000000,45,200,42,4215
5631,1,J,20191030000000,45,200,42,4215
5632,3,J,20191030000000,45,200,42,4215
5633,1,J,20191030000000,45,200,42,4215
5634,1,J,20191030000000,45,200,42,4215
5635,2,J,20191030000000,45,200,42,4215
5636,2,J,20191030000000,45,200,42,4215
5637,2,J,20191030000000,45,200,42,4215
5638,2,J,20191030000000,45,200,42,4215
5639,2,J,20191030000000,45,200,42,4215
5640,2,J,20191030000000,45,200,42,4215
5641,2,J,20191030000000,45,200,42,4215
5642,1,J,20191030000000,45,200,42,4215
5643,2,J,20191030000000,45,200,42,4215
5644,1,J,20191030000000,45,200,42,4215
5645,1,J,20191030000000,45,200,42,4215
5646,2,J,20191030000000,45,200,42,4215
5647,2,J,20191030000000,45,200,42,4215
5648,2,J,20191030000000,45,200,42,4215
5649,1,J,20191030000000,45,200,42,4215
5650,2,J,20191030000000,45,200,42,4215
5651,1,J,20191030000000,45,200,42,4215
5652,2,J,20191030000000,45,200,42,4215
5653,1,J,20191030000000,45,200,42,4215
5654,2,J,20191030000000,45,200,42,4215
5655,1,J,20191030000000,45,200,42,4215
5656,1,J,20191030000000,45,200,42,4215
5657,2,J,20191030000000,45,200,42,4215
5658,2,J,20191030000000,45,200,42,4215
5659,1,J,20191030000000,45,200,42,4215
5660,1,J,20191030000000,45,200,42,4215
5661,1,J,20191030000000,45,200,42,4215
5662,2,J,20191030000000,45,200,42,4215
5663,1,J,20191030000000,45,200,42,4215
5664,2,J,20191030000000,45,200,42,4215
5665,1,J,20191030000000,45,200,42,4215
5666,1,J,20191030000000,45,200,42,4215
5667,2,J,20191030000000,45,200,42,4215
5668,2,J,20191030000000,45,200,42,4215
5669,1,J,20191030000000,45,200,42,4215
5670,1,J,20191030000000,45,200,42,4215
5671,1,J,20191030000000,45,200,42,4215
5672,1,J,20191030000000,45,200,42,4215
5673,2,J,20191030000000,45,200,42,4215
5674,2,J,20191030000000,45,200,42,4215
5675,1,J,20191030000000,45,200,42,4215
5676,1,J,20191030000000,45,200,42,4215
5677,1,J,20191030000000,45,200,42,4215
5678,2,J,20191030000000,45,200,42,4215
5679,2,J,20191030000000,45,200,42,4215
5680,1,J,20191030000000,45,200,42,4215
5681,2,J,20191030000000,45,200,42,4215
5682,1,J,20191030000000,45,200,42,4215
5683,3,J,20191030000000,45,200,42,4215
