,jordkvalitet,kartleggingsmetode,verifiseringsdato,målemetode,nøyaktighet,fylkeid,komid
1463,1,J,20191031000000,45,200,42,4204
1464,1,J,20191031000000,45,200,42,4204
1465,2,J,20191031000000,45,200,42,4204
1466,1,J,20191031000000,45,200,42,4204
1467,1,J,20191031000000,45,200,42,4204
1468,1,J,20191031000000,45,200,42,4204
1469,1,J,20191031000000,45,200,42,4204
1470,1,J,20191031000000,45,200,42,4204
1471,1,J,20191031000000,45,200,42,4204
1472,1,J,20191031000000,45,200,42,4204
1473,1,J,20191031000000,45,200,42,4204
1474,2,J,20191031000000,45,200,42,4204
1475,1,J,20191031000000,45,200,42,4204
1476,1,J,20191031000000,45,200,42,4204
1477,1,J,20191031000000,45,200,42,4204
1478,1,J,20191031000000,45,200,42,4204
1479,2,J,20191031000000,45,200,42,4204
1480,2,J,20191031000000,45,200,42,4204
1481,3,J,20191031000000,45,200,42,4204
1482,1,J,20191031000000,45,200,42,4204
1483,1,J,20191031000000,45,200,42,4204
1484,1,J,20191031000000,45,200,42,4204
1485,1,J,20191031000000,45,200,42,4204
1486,1,J,20191031000000,45,200,42,4204
1487,1,J,20191031000000,45,200,42,4204
1488,1,J,20191031000000,45,200,42,4204
1489,1,J,20191031000000,45,200,42,4204
1490,1,J,20191031000000,45,200,42,4204
1491,2,J,20191031000000,45,200,42,4204
1492,1,J,20191031000000,45,200,42,4204
1493,1,J,20191031000000,45,200,42,4204
1494,1,J,20191031000000,45,200,42,4204
1495,2,J,20191031000000,45,200,42,4204
1496,1,J,20191031000000,45,200,42,4204
1497,1,J,20191031000000,45,200,42,4204
1498,1,J,20191031000000,45,200,42,4204
1499,1,J,20191031000000,45,200,42,4204
1500,2,J,20190211000000,0,0,42,4204
1501,2,J,20190211000000,0,0,42,4204
1502,2,J,20190211000000,0,0,42,4204
1503,2,J,20190211000000,0,0,42,4204
1504,2,J,20190211000000,0,0,42,4204
1505,2,J,20190211000000,0,0,42,4204
1506,2,J,20190211000000,0,0,42,4204
1507,2,J,20190211000000,0,0,42,4204
1508,2,J,20190211000000,0,0,42,4204
1509,2,J,20190211000000,0,0,42,4204
1510,2,J,20190211000000,0,0,42,4204
1511,2,J,20190211000000,0,0,42,4204
1512,2,J,20190211000000,0,0,42,4204
1513,2,J,20190211000000,0,0,42,4204
1514,2,J,20190211000000,0,0,42,4204
1515,3,J,20190211000000,0,0,42,4204
1516,2,J,20190211000000,0,0,42,4204
1517,1,J,20191031000000,45,200,42,4204
1518,1,J,20191031000000,45,200,42,4204
1519,1,J,20191031000000,45,200,42,4204
1520,1,J,20191031000000,45,200,42,4204
1521,2,J,20191031000000,45,200,42,4204
1522,1,J,20191031000000,45,200,42,4204
1523,1,J,20191031000000,45,200,42,4204
1524,1,J,20191031000000,45,200,42,4204
1525,1,J,20191031000000,45,200,42,4204
1526,1,J,20191031000000,45,200,42,4204
1527,1,J,20191031000000,45,200,42,4204
1528,1,J,20191031000000,45,200,42,4204
1529,1,J,20191031000000,45,200,42,4204
1530,1,J,20191031000000,45,200,42,4204
1531,1,J,20191031000000,45,200,42,4204
1532,1,J,20191031000000,45,200,42,4204
1533,1,J,20191031000000,45,200,42,4204
1534,1,J,20191031000000,45,200,42,4204
1535,1,J,20191031000000,45,200,42,4204
1536,1,J,20191031000000,45,200,42,4204
1537,1,J,20191031000000,45,200,42,4204
1538,1,J,20191031000000,45,200,42,4204
1539,1,J,20191031000000,45,200,42,4204
1540,1,J,20191031000000,45,200,42,4204
1541,1,J,20191031000000,45,200,42,4204
1542,1,J,20191031000000,45,200,42,4204
1543,1,J,20191031000000,45,200,42,4204
1544,1,J,20191031000000,45,200,42,4204
1545,1,J,20191031000000,45,200,42,4204
1546,1,J,20191031000000,45,200,42,4204
1547,1,J,20191031000000,45,200,42,4204
1548,1,J,20191031000000,45,200,42,4204
1549,1,J,20191031000000,45,200,42,4204
1550,1,J,20191031000000,45,200,42,4204
1551,1,J,20191031000000,45,200,42,4204
1552,1,J,20191031000000,45,200,42,4204
1553,1,J,20191031000000,45,200,42,4204
1554,1,J,20191031000000,45,200,42,4204
1555,1,J,20191031000000,45,200,42,4204
1556,1,J,20191031000000,45,200,42,4204
1557,1,J,20191031000000,45,200,42,4204
1558,1,J,20191031000000,45,200,42,4204
1559,1,J,20191031000000,45,200,42,4204
1560,1,J,20191031000000,45,200,42,4204
1561,1,J,20191031000000,45,200,42,4204
1562,1,J,20191031000000,45,200,42,4204
1563,1,J,20191031000000,45,200,42,4204
1564,1,J,20191031000000,45,200,42,4204
1565,1,J,20191031000000,45,200,42,4204
1566,1,J,20191031000000,45,200,42,4204
1567,1,J,20191031000000,45,200,42,4204
1568,1,J,20191031000000,45,200,42,4204
1569,1,J,20191031000000,82,0,42,4204
1570,1,J,20191031000000,45,200,42,4204
1571,1,J,20191031000000,45,200,42,4204
1572,1,J,20191031000000,45,200,42,4204
1573,1,J,20191031000000,82,0,42,4204
1574,1,J,20191031000000,45,200,42,4204
1575,1,J,20191031000000,45,200,42,4204
1576,1,J,20191031000000,45,200,42,4204
1577,1,J,20191031000000,45,200,42,4204
1578,1,J,20191031000000,45,200,42,4204
1579,1,J,20191031000000,45,200,42,4204
1580,1,J,20191031000000,45,200,42,4204
1581,1,J,20191031000000,45,200,42,4204
1582,2,J,20191031000000,45,200,42,4204
1583,1,J,20191031000000,45,200,42,4204
1584,1,J,20191031000000,45,200,42,4204
1585,1,J,20191031000000,45,200,42,4204
1586,1,J,20191031000000,45,200,42,4204
1587,1,J,20191031000000,45,200,42,4204
1588,1,J,20191031000000,45,200,42,4204
1589,1,J,20191031000000,45,200,42,4204
1590,1,J,20191031000000,45,200,42,4204
1591,1,J,20191031000000,45,200,42,4204
1592,1,J,20191031000000,82,0,42,4204
1593,1,J,20191031000000,45,200,42,4204
1594,1,J,20191031000000,45,200,42,4204
1595,1,J,20191031000000,45,200,42,4204
1596,1,J,20191031000000,45,200,42,4204
1597,1,J,20191031000000,45,200,42,4204
1598,1,J,20191031000000,45,200,42,4204
1599,1,J,20191031000000,45,200,42,4204
1600,2,J,20191031000000,45,200,42,4204
1601,1,J,20191031000000,45,200,42,4204
1602,1,J,20191031000000,45,200,42,4204
1603,1,J,20191031000000,45,200,42,4204
1604,1,J,20191031000000,82,0,42,4204
1605,1,J,20191031000000,45,200,42,4204
1606,1,J,20191031000000,45,200,42,4204
1607,1,J,20191031000000,45,200,42,4204
1608,1,J,20191031000000,45,200,42,4204
1609,1,J,20191031000000,45,200,42,4204
1610,2,J,20190211000000,0,0,42,4204
1611,2,J,20190211000000,82,0,42,4204
1612,2,J,20190211000000,0,0,42,4204
1613,2,J,20190211000000,0,0,42,4204
1614,2,J,20190211000000,0,0,42,4204
1615,2,J,20190211000000,0,0,42,4204
1616,2,J,20190211000000,0,0,42,4204
1617,2,J,20190211000000,0,0,42,4204
1618,2,J,20190211000000,0,0,42,4204
1619,2,J,20190211000000,0,0,42,4204
1620,2,J,20190211000000,0,0,42,4204
1621,2,J,20190211000000,0,0,42,4204
1622,2,J,20190211000000,0,0,42,4204
1623,2,J,20190211000000,0,0,42,4204
1624,2,J,20190211000000,0,0,42,4204
1625,1,J,20190211000000,0,0,42,4204
1626,2,J,20190211000000,0,0,42,4204
1627,2,J,20190211000000,0,0,42,4204
1628,1,J,20190211000000,45,200,42,4204
1629,1,J,20190211000000,0,0,42,4204
1630,1,J,20190211000000,0,0,42,4204
1631,1,J,20190211000000,0,0,42,4204
1632,2,J,20190211000000,0,0,42,4204
1633,2,J,20190211000000,0,0,42,4204
1634,1,J,20190211000000,0,0,42,4204
1635,1,J,20190211000000,0,0,42,4204
1636,1,J,20190211000000,0,0,42,4204
1637,1,J,20190211000000,0,0,42,4204
1638,1,J,20190211000000,0,0,42,4204
1639,1,J,20190211000000,0,0,42,4204
1640,1,J,20190211000000,0,0,42,4204
1641,1,J,20190211000000,0,0,42,4204
1642,1,J,20190211000000,0,0,42,4204
1643,1,J,20190211000000,0,0,42,4204
1644,1,J,20190211000000,0,0,42,4204
1645,1,J,20190211000000,0,0,42,4204
1646,1,J,20190211000000,0,0,42,4204
1647,1,J,20190211000000,0,0,42,4204
1648,1,J,20190211000000,0,0,42,4204
1649,1,J,20190211000000,82,0,42,4204
1650,1,J,20190211000000,0,0,42,4204
1651,1,J,20190211000000,82,0,42,4204
1652,1,J,20190211000000,82,0,42,4204
1653,1,J,20190211000000,82,0,42,4204
1654,1,J,20190211000000,82,0,42,4204
1655,1,J,20190211000000,0,0,42,4204
1656,1,J,20190211000000,0,0,42,4204
1657,1,J,20190211000000,0,0,42,4204
1658,1,J,20190211000000,0,0,42,4204
1659,1,J,20190211000000,0,0,42,4204
1660,1,J,20190211000000,0,0,42,4204
1661,1,J,20190211000000,0,0,42,4204
1662,1,J,20190211000000,82,0,42,4204
1663,1,J,20190211000000,0,0,42,4204
1664,1,J,20190211000000,0,0,42,4204
1665,1,J,20190211000000,0,0,42,4204
1666,1,J,20190211000000,0,0,42,4204
1667,1,J,20190211000000,0,0,42,4204
1668,1,J,20190211000000,0,0,42,4204
1669,1,J,20190211000000,82,0,42,4204
1670,1,J,20190211000000,82,0,42,4204
1671,1,J,20190211000000,82,0,42,4204
1672,1,J,20190211000000,0,0,42,4204
1673,1,J,20190211000000,0,0,42,4204
1674,1,J,20190211000000,0,0,42,4204
1675,1,J,20190211000000,0,0,42,4204
1676,1,J,20190211000000,0,0,42,4204
1677,1,J,20190211000000,0,0,42,4204
1678,1,J,20190211000000,0,0,42,4204
1679,1,J,20190211000000,0,0,42,4204
1680,1,J,20190211000000,0,0,42,4204
1681,1,J,20190211000000,0,0,42,4204
1682,1,J,20190211000000,0,0,42,4204
1683,1,J,20190211000000,0,0,42,4204
1684,1,J,20190211000000,0,0,42,4204
1685,3,J,20190211000000,0,0,42,4204
1686,1,J,20190211000000,0,0,42,4204
1687,2,J,20190211000000,0,0,42,4204
1688,2,J,20190211000000,0,0,42,4204
1689,1,J,20190211000000,0,0,42,4204
1690,1,J,20190211000000,0,0,42,4204
1691,1,J,20190211000000,0,0,42,4204
1692,1,J,20190211000000,0,0,42,4204
1693,1,J,20190211000000,0,0,42,4204
1694,1,J,20190211000000,0,0,42,4204
1695,1,J,20190211000000,0,0,42,4204
1696,1,J,20190211000000,0,0,42,4204
1697,1,J,20190211000000,82,0,42,4204
1698,1,J,20190211000000,0,0,42,4204
1699,1,J,20190211000000,0,0,42,4204
1700,1,J,20190211000000,0,0,42,4204
1701,1,J,20190211000000,0,0,42,4204
1702,1,J,20190211000000,0,0,42,4204
1703,1,J,20190211000000,0,0,42,4204
1704,2,J,20190211000000,0,0,42,4204
1705,1,J,20190211000000,0,0,42,4204
1706,1,J,20190211000000,0,0,42,4204
1707,1,J,20190211000000,0,0,42,4204
1708,2,J,20190211000000,0,0,42,4204
1709,1,J,20190211000000,0,0,42,4204
1710,1,J,20190211000000,0,0,42,4204
1711,1,J,20190211000000,0,0,42,4204
1712,2,J,20190211000000,0,0,42,4204
1713,2,J,20190211000000,0,0,42,4204
1714,1,J,20190211000000,82,0,42,4204
1715,2,J,20190211000000,0,0,42,4204
1716,2,J,20190211000000,0,0,42,4204
1717,2,J,20190211000000,0,0,42,4204
1718,2,J,20190211000000,82,0,42,4204
1719,1,J,20190211000000,0,0,42,4204
1720,1,J,20190211000000,0,0,42,4204
1721,1,J,20190211000000,0,0,42,4204
1722,1,J,20190211000000,45,200,42,4204
1723,3,J,20190211000000,0,0,42,4204
1724,1,J,20190211000000,0,0,42,4204
1725,2,J,20190211000000,0,0,42,4204
1726,1,J,20190211000000,0,0,42,4204
1727,1,J,20190211000000,0,0,42,4204
1728,1,J,20190211000000,0,0,42,4204
1729,1,J,20190211000000,0,0,42,4204
1730,1,J,20190211000000,0,0,42,4204
1731,1,J,20190211000000,0,0,42,4204
1732,1,J,20190211000000,0,0,42,4204
1733,1,J,20190211000000,0,0,42,4204
1734,1,J,20190211000000,0,0,42,4204
1735,1,J,20190211000000,0,0,42,4204
1736,1,J,20190211000000,0,0,42,4204
1737,1,J,20190211000000,0,0,42,4204
1738,1,J,20190211000000,0,0,42,4204
1739,1,J,20190211000000,0,0,42,4204
1740,1,J,20190211000000,82,0,42,4204
1741,2,J,20190211000000,82,0,42,4204
1742,1,J,20190211000000,0,0,42,4204
1743,1,J,20190211000000,0,0,42,4204
1744,1,J,20190211000000,0,0,42,4204
1745,2,J,20190211000000,0,0,42,4204
1746,1,J,20190211000000,0,0,42,4204
1747,2,J,20190211000000,0,0,42,4204
1748,2,J,20190211000000,82,0,42,4204
1749,1,J,20190211000000,0,0,42,4204
1750,2,J,20190211000000,0,0,42,4204
1751,1,J,20190211000000,0,0,42,4204
1752,1,J,20190211000000,82,0,42,4204
1753,1,J,20190211000000,0,0,42,4204
1754,1,J,20190211000000,0,0,42,4204
1755,1,J,20190211000000,0,0,42,4204
1756,1,J,20190211000000,0,0,42,4204
1757,1,J,20190211000000,0,0,42,4204
1758,1,J,20190211000000,0,0,42,4204
1759,1,J,20190211000000,0,0,42,4204
1760,1,J,20190211000000,0,0,42,4204
1761,1,J,20190211000000,0,0,42,4204
1762,1,J,20190211000000,0,0,42,4204
1763,2,J,20190211000000,0,0,42,4204
1764,1,J,20190211000000,82,0,42,4204
1765,1,J,20190211000000,82,0,42,4204
1766,1,J,20190211000000,0,0,42,4204
1767,1,J,20190211000000,0,0,42,4204
1768,1,J,20190211000000,0,0,42,4204
1769,1,J,20190211000000,0,0,42,4204
1770,1,J,20190211000000,0,0,42,4204
1771,1,J,20190211000000,82,0,42,4204
1772,1,J,20190211000000,82,0,42,4204
1773,2,J,20190211000000,82,0,42,4204
1774,1,J,20190211000000,0,0,42,4204
1775,1,J,20190211000000,0,0,42,4204
1776,1,J,20190211000000,0,0,42,4204
1777,1,J,20190211000000,0,0,42,4204
1778,1,J,20190211000000,0,0,42,4204
1779,1,J,20190211000000,0,0,42,4204
1780,1,J,20190211000000,0,0,42,4204
1781,1,J,20190211000000,0,0,42,4204
1782,1,J,20190211000000,0,0,42,4204
1783,3,J,20190211000000,0,0,42,4204
1784,2,J,20190211000000,0,0,42,4204
1785,2,J,20190211000000,0,0,42,4204
1786,2,J,20190211000000,82,0,42,4204
1787,1,J,20190211000000,0,0,42,4204
1788,2,J,20190211000000,0,0,42,4204
1789,1,J,20190211000000,0,0,42,4204
1790,1,J,20190211000000,0,0,42,4204
1791,1,J,20190211000000,82,0,42,4204
1792,1,J,20190211000000,0,0,42,4204
1793,2,J,20190211000000,0,0,42,4204
1794,1,J,20190211000000,0,0,42,4204
1795,1,J,20190211000000,0,0,42,4204
1796,1,J,20190211000000,0,0,42,4204
1797,1,J,20190211000000,0,0,42,4204
1798,1,J,20190211000000,0,0,42,4204
1799,1,J,20191031000000,45,200,42,4204
1800,1,J,20191031000000,45,200,42,4204
1801,1,J,20191031000000,45,200,42,4204
1802,1,J,20190211000000,0,0,42,4204
1803,1,J,20191031000000,45,200,42,4204
1804,2,J,20190211000000,0,0,42,4204
1805,3,J,20190211000000,0,0,42,4204
1806,1,J,20190211000000,0,0,42,4204
1807,2,J,20190211000000,0,0,42,4204
1808,2,J,20190211000000,0,0,42,4204
1809,2,J,20190211000000,0,0,42,4204
1810,2,J,20190211000000,0,0,42,4204
1811,2,J,20190211000000,0,0,42,4204
1812,1,J,20190211000000,0,0,42,4204
1813,2,J,20190211000000,0,0,42,4204
1814,2,J,20190211000000,0,0,42,4204
1815,1,J,20190211000000,0,0,42,4204
1816,1,J,20190211000000,0,0,42,4204
1817,1,J,20190211000000,0,0,42,4204
1818,3,J,20190211000000,0,0,42,4204
1819,2,J,20190211000000,0,0,42,4204
1820,1,J,20190211000000,0,0,42,4204
1821,1,J,20190211000000,0,0,42,4204
1822,1,J,20190211000000,0,0,42,4204
1823,1,J,20190211000000,0,0,42,4204
1824,1,J,20190211000000,82,0,42,4204
1825,1,J,20190211000000,0,0,42,4204
1826,1,J,20190211000000,0,0,42,4204
1827,1,J,20190211000000,0,0,42,4204
1828,1,J,20190211000000,0,0,42,4204
1829,1,J,20190211000000,82,0,42,4204
1830,1,J,20190211000000,82,0,42,4204
1831,1,J,20190211000000,0,0,42,4204
1832,1,J,20190211000000,0,0,42,4204
1833,1,J,20190211000000,0,0,42,4204
1834,2,J,20190211000000,0,0,42,4204
1835,1,J,20190211000000,0,0,42,4204
1836,2,J,20190211000000,0,0,42,4204
1837,1,J,20190211000000,0,0,42,4204
1838,2,J,20190211000000,0,0,42,4204
1839,2,J,20190211000000,0,0,42,4204
1840,1,J,20190211000000,0,0,42,4204
1841,1,J,20190211000000,0,0,42,4204
1842,1,J,20190211000000,0,0,42,4204
1843,1,J,20190211000000,0,0,42,4204
1844,2,J,20190211000000,0,0,42,4204
1845,1,J,20190211000000,0,0,42,4204
1846,2,J,20190211000000,0,0,42,4204
1847,1,J,20190211000000,0,0,42,4204
1848,1,J,20190211000000,0,0,42,4204
1849,2,J,20190211000000,0,0,42,4204
1850,2,J,20190211000000,0,0,42,4204
1851,2,J,20190211000000,0,0,42,4204
1852,2,J,20190211000000,0,0,42,4204
1853,2,J,20190211000000,0,0,42,4204
1854,1,J,20190211000000,0,0,42,4204
1855,1,J,20190211000000,0,0,42,4204
1856,1,J,20190211000000,0,0,42,4204
1857,1,J,20190211000000,0,0,42,4204
1858,1,J,20190211000000,0,0,42,4204
1859,1,J,20190211000000,82,0,42,4204
1860,1,J,20190211000000,0,0,42,4204
1861,1,J,20190211000000,0,0,42,4204
1862,1,J,20190211000000,0,0,42,4204
1863,1,J,20190211000000,0,0,42,4204
1864,2,J,20190211000000,0,0,42,4204
1865,2,J,20190211000000,0,0,42,4204
1866,2,J,20190211000000,0,0,42,4204
1867,2,J,20190211000000,0,0,42,4204
1868,2,J,20190211000000,0,0,42,4204
1869,1,J,20190211000000,0,0,42,4204
1870,1,J,20190211000000,0,0,42,4204
1871,1,J,20190211000000,0,0,42,4204
1872,1,J,20190211000000,0,0,42,4204
1873,1,J,20190211000000,0,0,42,4204
1874,2,J,20190211000000,0,0,42,4204
1875,1,J,20190211000000,0,0,42,4204
1876,1,J,20190211000000,0,0,42,4204
1877,1,J,20190211000000,0,0,42,4204
1878,2,J,20190211000000,0,0,42,4204
1879,1,J,20190211000000,0,0,42,4204
1880,2,J,20190211000000,0,0,42,4204
1881,1,J,20190211000000,0,0,42,4204
1882,1,J,20190211000000,0,0,42,4204
1883,2,J,20190211000000,0,0,42,4204
1884,2,J,20190211000000,0,0,42,4204
1885,2,J,20190211000000,0,0,42,4204
1886,1,J,20190211000000,0,0,42,4204
1887,1,J,20190211000000,0,0,42,4204
1888,1,J,20190211000000,0,0,42,4204
1889,1,J,20190211000000,0,0,42,4204
1890,1,J,20190211000000,0,0,42,4204
1891,1,J,20190211000000,0,0,42,4204
1892,1,J,20190211000000,0,0,42,4204
1893,2,J,20190211000000,82,0,42,4204
1894,1,J,20190211000000,0,0,42,4204
1895,1,J,20190211000000,0,0,42,4204
1896,1,J,20190211000000,82,0,42,4204
1897,1,J,20190211000000,82,0,42,4204
1898,1,J,20190211000000,0,0,42,4204
1899,1,J,20190211000000,0,0,42,4204
1900,1,J,20190211000000,82,0,42,4204
1901,1,J,20190211000000,0,0,42,4204
1902,2,J,20190211000000,0,0,42,4204
1903,1,J,20190211000000,0,0,42,4204
1904,1,J,20190211000000,0,0,42,4204
1905,2,J,20190211000000,0,0,42,4204
1906,1,J,20190211000000,0,0,42,4204
1907,2,J,20190211000000,0,0,42,4204
1908,1,J,20190211000000,0,0,42,4204
1909,1,J,20190211000000,82,0,42,4204
1910,1,J,20190211000000,0,0,42,4204
1911,1,J,20190211000000,0,0,42,4204
1912,2,J,20190211000000,0,0,42,4204
1913,2,J,20190211000000,0,0,42,4204
1914,2,J,20190211000000,0,0,42,4204
1915,1,J,20190211000000,0,0,42,4204
1916,1,J,20190211000000,0,0,42,4204
1917,2,J,20190211000000,0,0,42,4204
1918,3,J,20190211000000,0,0,42,4204
1919,1,J,20190211000000,0,0,42,4204
1920,2,J,20190211000000,0,0,42,4204
1921,1,J,20190211000000,0,0,42,4204
1922,1,J,20190211000000,82,0,42,4204
1923,1,J,20190211000000,0,0,42,4204
1924,1,J,20190211000000,0,0,42,4204
1925,1,J,20190211000000,0,0,42,4204
1926,1,J,20190211000000,82,0,42,4204
1927,2,J,20190211000000,0,0,42,4204
1928,1,J,20190211000000,0,0,42,4204
1929,2,J,20190211000000,0,0,42,4204
1930,1,J,20190211000000,0,0,42,4204
1931,2,J,20190211000000,0,0,42,4204
1932,2,J,20190211000000,0,0,42,4204
1933,3,J,20190211000000,0,0,42,4204
1934,2,J,20190211000000,0,0,42,4204
1935,1,J,20190211000000,0,0,42,4204
1936,1,J,20190211000000,0,0,42,4204
1937,1,J,20190211000000,0,0,42,4204
1938,1,J,20190211000000,0,0,42,4204
1939,1,J,20190211000000,0,0,42,4204
1940,2,J,20190211000000,0,0,42,4204
1941,2,J,20190211000000,0,0,42,4204
1942,2,J,20190211000000,0,0,42,4204
1943,2,J,20190211000000,0,0,42,4204
1944,1,J,20190211000000,0,0,42,4204
1945,1,J,20190211000000,0,0,42,4204
1946,2,J,20190211000000,0,0,42,4204
1947,2,J,20190211000000,0,0,42,4204
1948,2,J,20190211000000,0,0,42,4204
1949,1,J,20190211000000,0,0,42,4204
1950,1,J,20190211000000,0,0,42,4204
1951,1,J,20190211000000,0,0,42,4204
1952,1,J,20190211000000,0,0,42,4204
1953,2,J,20190211000000,0,0,42,4204
1954,2,J,20190211000000,0,0,42,4204
1955,2,J,20190211000000,0,0,42,4204
1956,1,J,20190211000000,0,0,42,4204
1957,2,J,20190211000000,0,0,42,4204
1958,1,J,20190211000000,0,0,42,4204
1959,1,J,20190211000000,0,0,42,4204
1960,1,J,20190211000000,0,0,42,4204
1961,1,J,20190211000000,0,0,42,4204
1962,1,J,20190211000000,0,0,42,4204
1963,1,J,20190211000000,0,0,42,4204
1964,2,J,20190211000000,0,0,42,4204
1965,1,J,20190211000000,0,0,42,4204
1966,1,J,20190211000000,0,0,42,4204
1967,1,J,20190211000000,0,0,42,4204
1968,1,J,20190211000000,0,0,42,4204
1969,1,J,20190211000000,0,0,42,4204
1970,1,J,20190211000000,0,0,42,4204
1971,1,J,20190211000000,0,0,42,4204
1972,1,J,20190211000000,0,0,42,4204
1973,1,J,20190211000000,0,0,42,4204
1974,2,J,20190211000000,82,0,42,4204
1975,1,J,20190211000000,0,0,42,4204
1976,1,J,20190211000000,0,0,42,4204
1977,2,J,20190211000000,0,0,42,4204
1978,2,J,20190211000000,0,0,42,4204
1979,1,J,20190211000000,0,0,42,4204
1980,2,J,20190211000000,0,0,42,4204
1981,2,J,20190211000000,0,0,42,4204
1982,1,J,20190211000000,0,0,42,4204
1983,1,J,20190211000000,0,0,42,4204
1984,3,J,20190211000000,0,0,42,4204
1985,2,J,20190211000000,0,0,42,4204
1986,1,J,20190211000000,0,0,42,4204
1987,2,J,20190211000000,0,0,42,4204
1988,1,J,20190211000000,0,0,42,4204
1989,1,J,20190211000000,0,0,42,4204
1990,1,J,20190211000000,0,0,42,4204
1991,1,J,20190211000000,0,0,42,4204
1992,1,J,20190211000000,0,0,42,4204
1993,1,J,20190211000000,0,0,42,4204
1994,2,J,20190211000000,0,0,42,4204
1995,1,J,20190211000000,0,0,42,4204
1996,1,J,20190211000000,0,0,42,4204
1997,1,J,20190211000000,0,0,42,4204
1998,1,J,20190211000000,0,0,42,4204
1999,1,J,20190211000000,0,0,42,4204
2000,2,J,20190211000000,0,0,42,4204
2001,1,J,20190211000000,0,0,42,4204
2002,1,J,20190211000000,0,0,42,4204
2003,2,J,20190211000000,82,0,42,4204
2004,1,J,20190211000000,82,0,42,4204
2005,1,J,20190211000000,0,0,42,4204
2006,1,J,20190211000000,0,0,42,4204
2007,1,J,20190211000000,0,0,42,4204
2008,1,J,20190211000000,0,0,42,4204
2009,1,J,20190211000000,0,0,42,4204
2010,1,J,20190211000000,0,0,42,4204
2011,2,J,20191031000000,45,200,42,4204
2012,2,J,20191031000000,45,200,42,4204
2013,2,J,20191031000000,45,200,42,4204
2014,1,J,20191031000000,45,200,42,4204
2015,2,J,20191031000000,45,200,42,4204
2016,2,J,20191031000000,45,200,42,4204
2017,2,J,20191031000000,45,200,42,4204
2018,2,J,20191031000000,45,200,42,4204
2019,1,J,20191031000000,45,200,42,4204
2020,2,J,20191031000000,45,200,42,4204
2021,2,J,20191031000000,45,200,42,4204
2022,2,J,20191031000000,45,200,42,4204
2023,2,J,20191031000000,45,200,42,4204
2024,3,J,20191031000000,45,200,42,4204
2025,2,J,20191031000000,45,200,42,4204
2026,3,J,20191031000000,45,200,42,4204
2027,2,J,20191031000000,45,200,42,4204
2028,2,J,20191031000000,45,200,42,4204
2029,1,J,20191031000000,45,200,42,4204
2030,2,J,20191031000000,45,200,42,4204
2031,2,J,20191031000000,45,200,42,4204
2032,2,J,20191031000000,45,200,42,4204
2033,2,J,20191031000000,45,200,42,4204
2034,2,J,20191031000000,45,200,42,4204
2035,3,J,20191031000000,45,200,42,4204
2036,2,J,20191031000000,45,200,42,4204
2037,2,J,20191031000000,45,200,42,4204
2038,2,J,20191031000000,45,200,42,4204
2039,3,J,20191031000000,45,200,42,4204
2040,2,J,20191031000000,45,200,42,4204
2041,3,J,20191031000000,45,200,42,4204
2042,2,J,20191031000000,45,200,42,4204
2043,2,J,20191031000000,45,200,42,4204
2044,2,J,20191031000000,45,200,42,4204
2045,2,J,20191031000000,45,200,42,4204
2046,2,J,20191031000000,45,200,42,4204
2047,2,J,20191031000000,45,200,42,4204
2048,2,J,20191031000000,45,200,42,4204
2049,2,J,20191031000000,45,200,42,4204
2050,2,J,20191031000000,45,200,42,4204
2051,3,J,20191031000000,45,200,42,4204
2052,2,J,20191031000000,45,200,42,4204
2053,2,J,20191031000000,45,200,42,4204
2054,3,J,20191031000000,45,200,42,4204
2055,3,J,20191031000000,45,200,42,4204
2056,2,J,20191031000000,45,200,42,4204
2057,3,J,20191031000000,45,200,42,4204
2058,2,J,20191031000000,45,200,42,4204
2059,2,J,20191031000000,45,200,42,4204
2060,2,J,20191031000000,45,200,42,4204
2061,1,J,20191031000000,45,200,42,4204
2062,3,J,20191031000000,45,200,42,4204
2063,2,J,20191031000000,45,200,42,4204
2064,3,J,20191031000000,45,200,42,4204
2065,2,J,20191031000000,45,200,42,4204
2066,2,J,20191031000000,45,200,42,4204
2067,2,J,20191031000000,45,200,42,4204
2068,2,J,20191031000000,45,200,42,4204
2069,2,J,20191031000000,45,200,42,4204
2070,2,J,20191031000000,45,200,42,4204
2071,3,J,20191031000000,45,200,42,4204
2072,2,J,20191031000000,45,200,42,4204
2073,2,J,20191031000000,45,200,42,4204
2074,2,J,20191031000000,45,200,42,4204
2075,2,J,20191031000000,45,200,42,4204
2076,2,J,20191031000000,45,200,42,4204
2077,1,J,20191031000000,45,200,42,4204
2078,2,J,20191031000000,45,200,42,4204
2079,2,J,20191031000000,45,200,42,4204
2080,2,J,20191031000000,45,200,42,4204
2081,1,J,20191031000000,45,200,42,4204
2082,1,J,20191031000000,45,200,42,4204
2083,2,J,20191031000000,45,200,42,4204
2084,1,J,20191031000000,45,200,42,4204
2085,2,J,20191031000000,45,200,42,4204
2086,3,J,20191031000000,45,200,42,4204
2087,2,J,20191031000000,45,200,42,4204
2088,1,J,20191031000000,45,200,42,4204
2089,2,J,20191031000000,45,200,42,4204
2090,2,J,20191031000000,45,200,42,4204
2091,2,J,20191031000000,45,200,42,4204
2092,2,J,20191031000000,45,200,42,4204
2093,1,J,20191031000000,45,200,42,4204
2094,2,J,20191031000000,45,200,42,4204
2095,2,J,20191031000000,45,200,42,4204
2096,1,J,20191031000000,45,200,42,4204
